age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,predicted_pd,expected_loss,decision,risk_bucket,interest_rate_model
35,Employed,11.3,70753,676,4.4,10360,28077,0,1,0,Personal Loan,Personal,100000,11.86,0.397,1.413,0.471,0,0.56435823,25396.12054824829,0,"(0.372, 0.604]",0.4179418
54,Self-Employed,23.6,149298,692,21.4,1589,83657,0,1,0,Personal Loan,Business,83500,11.73,0.56,0.559,0.186,0,0.22952983,8624.583280831575,1,"(0.202, 0.372]",0.19193263
19,Employed,0.6,22826,706,1.3,290,6365,0,0,0,Personal Loan,Medical,20000,10.02,0.279,0.876,0.292,1,0.7072052,6364.846587181091,0,"(0.604, 0.77]",0.51436347
28,Employed,9.7,39516,632,9.9,216,5622,0,1,0,Personal Loan,Personal,33700,13.44,0.142,0.853,0.284,1,0.6041209,9161.49360269308,0,"(0.604, 0.77]",0.4447816
46,Employed,16.0,70508,699,21.9,1698,27418,0,0,0,Personal Loan,Personal,54500,12.31,0.389,0.773,0.258,1,0.7819597,19177.561949193478,0,"(0.77, 0.839]",0.5648228
23,Employed,0.8,23291,439,3.8,69,11373,1,3,1,Personal Loan,Education,15400,15.99,0.488,0.661,0.22,0,0.15182795,1052.1676678955555,1,"(0.0578, 0.202]",0.13948387
41,Employed,3.8,49015,635,9.9,4754,13508,0,0,0,Personal Loan,Education,37700,13.49,0.276,0.769,0.256,1,0.6386228,10834.236147701742,0,"(0.604, 0.77]",0.4680704
28,Student,1.3,17167,551,0.7,57,2680,1,0,0,Personal Loan,Debt Consolidation,5800,16.17,0.156,0.338,0.113,0,0.159151,415.38411721587187,1,"(0.0578, 0.202]",0.14442691
37,Employed,13.6,25909,538,16.7,2053,1955,0,0,0,Personal Loan,Education,25800,15.51,0.075,0.996,0.332,1,0.3240995,3762.7953216433525,1,"(0.202, 0.372]",0.25576717
44,Self-Employed,20.7,83859,656,21.2,8511,37064,0,0,0,Personal Loan,Home Improvement,44000,11.04,0.442,0.525,0.175,1,0.65944505,13057.011938095095,0,"(0.604, 0.77]",0.4821254
18,Self-Employed,1.0,76480,555,1.5,745,13948,0,0,0,Personal Loan,Education,11200,15.59,0.182,0.146,0.049,1,0.24258088,1222.6076138019562,1,"(0.202, 0.372]",0.2007421
32,Employed,2.1,40369,714,0.2,3,11603,0,0,0,Personal Loan,Personal,7400,11.39,0.287,0.183,0.061,1,0.77641124,2585.4494136571884,0,"(0.77, 0.839]",0.5610776
41,Employed,4.7,66470,698,16.2,1298,30376,0,1,0,Personal Loan,Personal,64200,12.37,0.457,0.966,0.322,1,0.65522945,18929.57878947258,0,"(0.604, 0.77]",0.47927988
38,Self-Employed,3.7,41481,688,0.8,9,2234,0,0,0,Personal Loan,Business,28600,11.31,0.054,0.689,0.23,1,0.7113312,9154.832398295403,0,"(0.604, 0.77]",0.51714855
70,Employed,37.6,79902,720,17.0,472,19746,1,1,0,Personal Loan,Education,100000,11.01,0.247,1.252,0.417,0,0.58757234,26440.755128860477,0,"(0.372, 0.604]",0.43361133
18,Employed,0.0,45911,580,0.5,29,10080,0,1,1,Personal Loan,Business,91800,16.45,0.22,2.0,0.667,0,0.09512925,3929.7893786430363,1,"(0.0578, 0.202]",0.10121224
22,Employed,0.7,26471,681,0.9,174,2116,0,0,0,Personal Loan,Medical,19500,11.25,0.08,0.737,0.246,1,0.630913,5536.261743307114,0,"(0.604, 0.77]",0.46286625
55,Employed,19.0,42029,764,23.9,1000,11843,0,0,0,Personal Loan,Business,25300,9.5,0.282,0.602,0.201,1,0.8384834,9546.133431494236,0,"(0.77, 0.839]",0.60297626
18,Student,2.0,28002,577,0.8,13,19862,0,0,0,Personal Loan,Education,2000,16.86,0.709,0.071,0.024,0,0.18155667,163.40100467205048,1,"(0.0578, 0.202]",0.15955076
41,Student,0.0,30583,720,15.1,14630,13925,0,0,0,Personal Loan,Home Improvement,50000,10.32,0.455,1.635,0.545,0,0.6281564,14133.519530296326,0,"(0.604, 0.77]",0.46100557
24,Employed,2.7,15000,643,2.0,100,4284,0,0,0,Personal Loan,Medical,19500,13.85,0.286,1.3,0.433,0,0.35196677,3088.5083936154842,1,"(0.202, 0.372]",0.27457756
35,Employed,2.6,68025,609,13.3,127,27629,0,0,0,Personal Loan,Personal,20100,14.53,0.406,0.295,0.098,1,0.50525916,4570.069068074226,0,"(0.372, 0.604]",0.3780499
25,Employed,3.3,15000,737,2.8,202,8768,0,0,0,Personal Loan,Business,20100,11.1,0.585,1.34,0.447,0,0.1683222,1522.474349141121,1,"(0.0578, 0.202]",0.1506175
34,Employed,2.4,47535,699,4.1,1645,11357,0,0,0,Personal Loan,Medical,52300,12.56,0.239,1.1,0.367,0,0.656628,15453.74027788639,0,"(0.604, 0.77]",0.4802239
32,Self-Employed,3.5,169625,652,3.9,903,28909,0,0,0,Personal Loan,Personal,72800,12.59,0.17,0.429,0.143,1,0.7174125,23502.43257522583,0,"(0.604, 0.77]",0.5212534
24,Self-Employed,1.2,40463,572,3.1,661,10260,0,0,1,Personal Loan,Personal,45700,15.29,0.254,1.129,0.376,0,0.10155189,2088.4146255254745,1,"(0.0578, 0.202]",0.105547525
41,Employed,18.9,63099,733,12.1,936,15347,0,0,0,Personal Loan,Debt Consolidation,30300,11.24,0.243,0.48,0.16,1,0.8384834,11432.721066176891,0,"(0.77, 0.839]",0.60297626
23,Employed,2.6,44323,653,0.7,297,16944,0,1,0,Personal Loan,Business,52800,11.47,0.382,1.191,0.397,0,0.5464042,12982.56338596344,0,"(0.372, 0.604]",0.4058228
36,Employed,5.6,40702,677,14.8,1473,12785,0,0,0,Personal Loan,Business,34000,11.89,0.314,0.835,0.278,1,0.80590355,12330.324375629427,0,"(0.77, 0.839]",0.5809849
18,Self-Employed,1.0,64529,609,1.2,60,14504,0,1,0,Personal Loan,Medical,38400,13.6,0.225,0.595,0.198,0,0.37745288,6522.385768890381,1,"(0.372, 0.604]",0.29178068
18,Employed,0.0,18568,609,0.2,7,2840,0,0,0,Personal Loan,Personal,25200,14.2,0.153,1.357,0.452,0,0.27674243,3138.2591396570206,1,"(0.202, 0.372]",0.22380114
38,Employed,9.9,38908,666,16.2,5470,5152,0,0,0,Personal Loan,Debt Consolidation,73200,12.97,0.132,1.881,0.627,1,0.7730994,25465.89497566223,0,"(0.77, 0.839]",0.5588421
47,Self-Employed,8.1,28915,703,26.2,519,3349,0,0,0,Personal Loan,Debt Consolidation,17100,11.02,0.116,0.591,0.197,1,0.8384834,6452.129710614681,0,"(0.77, 0.839]",0.60297626
41,Employed,3.4,78581,691,22.1,5311,13858,0,0,0,Personal Loan,Medical,75200,11.52,0.176,0.957,0.319,1,0.8044269,27221.80658340454,0,"(0.77, 0.839]",0.5799881
18,Employed,0.0,15000,592,0.1,2,3254,0,1,1,Personal Loan,Medical,17300,16.5,0.217,1.153,0.384,0,0.09512925,740.5812227725983,1,"(0.0578, 0.202]",0.10121224
41,Employed,0.2,41264,659,5.0,236,3277,0,0,0,Personal Loan,Home Improvement,44600,11.21,0.079,1.081,0.36,1,0.6236595,12516.84599518776,0,"(0.604, 0.77]",0.45797014
39,Employed,4.8,46329,604,13.0,24975,26578,0,1,0,Personal Loan,Medical,55800,14.72,0.574,1.204,0.401,0,0.23864539,5992.385734766722,1,"(0.202, 0.372]",0.19808564
39,Employed,9.2,102845,625,18.4,3103,50029,0,1,0,Personal Loan,Medical,97400,14.41,0.486,0.947,0.316,0,0.4057434,17783.732797801495,0,"(0.372, 0.604]",0.3108768
29,Self-Employed,4.0,57327,619,3.6,1237,15732,0,0,0,Personal Loan,Home Improvement,63100,13.06,0.274,1.101,0.367,0,0.36750013,10435.166088044645,1,"(0.202, 0.372]",0.28506258
59,Employed,14.4,33472,705,1.6,48,8161,0,0,0,Personal Loan,Medical,38700,10.14,0.244,1.156,0.385,1,0.7223444,12579.627699851992,0,"(0.604, 0.77]",0.52458245
49,Self-Employed,11.6,24547,635,1.5,41,9095,0,0,0,Personal Loan,Personal,10900,13.26,0.371,0.444,0.148,1,0.4169453,2045.116737931967,0,"(0.372, 0.604]",0.31843805
18,Self-Employed,1.0,110845,540,0.1,6,14623,1,3,0,Personal Loan,Debt Consolidation,62100,15.29,0.132,0.56,0.187,0,0.11870745,3317.2796411812305,1,"(0.0578, 0.202]",0.11712752
22,Employed,1.3,20125,681,3.6,65,4961,0,0,0,Personal Loan,Business,37900,12.52,0.247,1.883,0.628,1,0.5519851,9414.105624854565,0,"(0.372, 0.604]",0.40958992
38,Employed,11.3,80826,695,19.4,5817,1986,0,0,0,Personal Loan,Home Improvement,100000,12.93,0.025,1.237,0.412,1,0.7730994,34789.47401046753,0,"(0.77, 0.839]",0.5588421
44,Employed,0.8,33163,614,22.4,3935,24378,0,1,0,Personal Loan,Education,34000,14.14,0.735,1.025,0.342,0,0.23607676,3611.9743868708615,1,"(0.202, 0.372]",0.1963518
37,Employed,7.1,99263,630,17.3,412,15772,0,1,0,Personal Loan,Personal,52800,13.7,0.159,0.532,0.177,1,0.6041209,14353.912825584413,0,"(0.604, 0.77]",0.4447816
18,Employed,0.0,39557,565,1.6,61,3540,0,0,0,Personal Loan,Business,13300,16.98,0.089,0.336,0.112,0,0.16123785,965.0085369497538,1,"(0.0578, 0.202]",0.14583555
48,Employed,17.8,33246,733,1.2,250,8901,0,0,0,Personal Loan,Business,36200,10.27,0.268,1.089,0.363,0,0.7223444,11766.99025154114,0,"(0.604, 0.77]",0.52458245
30,Self-Employed,5.4,97184,654,1.1,977,28572,0,0,0,Personal Loan,Home Improvement,78600,12.96,0.294,0.809,0.27,1,0.70583296,24965.311732292175,0,"(0.604, 0.77]",0.5134373
62,Employed,11.8,95179,578,24.2,19555,39291,0,0,0,Personal Loan,Education,82200,16.84,0.413,0.864,0.288,1,0.28810188,10656.88860565424,1,"(0.202, 0.372]",0.23146877
24,Employed,4.3,15960,553,2.0,37,318,0,0,0,Personal Loan,Medical,4700,15.4,0.02,0.294,0.098,1,0.19782247,418.39451663196087,1,"(0.0578, 0.202]",0.17053017
29,Self-Employed,6.9,81803,690,2.9,219,4229,0,0,0,Personal Loan,Personal,100000,11.44,0.052,1.222,0.407,1,0.63696367,28663.364946842197,0,"(0.604, 0.77]",0.46695048
40,Student,1.6,30970,778,6.4,1240,9904,0,0,0,Personal Loan,Personal,3200,8.79,0.32,0.103,0.034,1,0.81749433,1177.1918392181396,0,"(0.77, 0.839]",0.58880866
39,Employed,9.1,34267,649,9.1,195,14922,0,2,0,Personal Loan,Personal,17800,13.22,0.435,0.519,0.173,0,0.44481248,3562.947937846184,0,"(0.372, 0.604]",0.3372484
31,Self-Employed,1.5,83562,631,0.6,98,14414,0,0,0,Personal Loan,Home Improvement,100000,13.02,0.172,1.197,0.399,0,0.2884769,12981.461137533188,1,"(0.202, 0.372]",0.23172191
39,Employed,1.6,20193,677,1.1,366,176,0,1,0,Personal Loan,Education,34500,11.88,0.009,1.709,0.57,1,0.5740137,8911.562848091125,0,"(0.372, 0.604]",0.42445928
23,Employed,1.1,25143,542,3.1,78,13045,0,0,0,Personal Loan,Debt Consolidation,15000,16.24,0.519,0.597,0.199,0,0.10421733,703.4669648855926,1,"(0.0578, 0.202]",0.10734669
25,Self-Employed,2.5,120262,650,1.1,229,15734,0,0,0,Personal Loan,Medical,100000,12.31,0.131,0.832,0.277,1,0.6879572,30958.075225353245,0,"(0.604, 0.77]",0.50137115
20,Employed,0.1,35409,593,1.6,180,11187,0,3,0,Personal Loan,Personal,26600,16.27,0.316,0.751,0.25,0,0.119376585,1428.9377211034298,1,"(0.0578, 0.202]",0.11757919
52,Self-Employed,18.2,68328,681,3.4,4391,15634,0,0,0,Personal Loan,Education,100000,12.31,0.229,1.464,0.488,1,0.6586341,29638.535678386692,0,"(0.604, 0.77]",0.48157802
38,Student,0.0,15000,602,18.4,2894,4209,0,1,0,Personal Loan,Home Improvement,26400,14.59,0.281,1.76,0.587,0,0.44612762,5299.996165037155,0,"(0.372, 0.604]",0.33813614
21,Self-Employed,1.0,50336,622,2.2,257,19085,0,1,0,Personal Loan,Business,67500,14.03,0.379,1.341,0.447,0,0.24051696,7305.702678859234,1,"(0.202, 0.372]",0.19934896
64,Student,0.8,20425,558,26.4,1375,1979,0,1,0,Personal Loan,Business,6200,15.47,0.097,0.304,0.101,0,0.24516131,684.000054448843,1,"(0.202, 0.372]",0.20248388
36,Employed,12.0,51300,732,7.1,2697,16261,0,1,0,Personal Loan,Education,65400,9.93,0.317,1.275,0.425,1,0.8222115,24197.68456220627,0,"(0.77, 0.839]",0.5919928
43,Self-Employed,13.2,16646,636,23.3,16906,4989,0,3,0,Personal Loan,Education,21600,14.93,0.3,1.298,0.433,0,0.5015521,4875.086460113525,0,"(0.372, 0.604]",0.37554765
40,Self-Employed,4.6,36146,718,12.9,734,21142,0,0,0,Personal Loan,Education,18700,10.33,0.585,0.517,0.172,0,0.20190813,1699.0568842738867,1,"(0.0578, 0.202]",0.17328799
48,Self-Employed,2.1,39879,682,22.9,990,19959,0,0,0,Personal Loan,Personal,67000,12.51,0.5,1.68,0.56,0,0.25450656,7673.372729122639,1,"(0.202, 0.372]",0.20879193
18,Employed,0.0,30102,604,0.3,51,8400,0,1,0,Personal Loan,Medical,36600,13.39,0.279,1.216,0.405,0,0.27120185,4466.694452762604,1,"(0.202, 0.372]",0.22006124
29,Employed,5.6,69784,430,10.0,2708,9755,0,0,1,Personal Loan,Business,100000,15.03,0.14,1.433,0.478,0,0.24510993,11029.946878552437,1,"(0.202, 0.372]",0.2024492
44,Employed,20.5,32691,703,20.3,1293,10285,0,2,0,Personal Loan,Education,49800,11.34,0.315,1.523,0.508,1,0.78043246,17489.491488933563,0,"(0.77, 0.839]",0.5637919
31,Self-Employed,6.0,104029,694,11.2,2795,39655,0,0,0,Personal Loan,Education,91100,11.52,0.381,0.876,0.292,1,0.7791448,31941.04204148054,0,"(0.77, 0.839]",0.5629228
18,Employed,0.0,24977,584,1.5,7,5400,0,1,0,Personal Loan,Medical,25800,15.87,0.216,1.033,0.344,0,0.09512925,1104.4506096839905,1,"(0.0578, 0.202]",0.10121224
57,Employed,16.0,38301,807,23.0,2598,8990,0,0,0,Personal Loan,Home Improvement,22200,8.41,0.235,0.58,0.193,1,0.8384834,8376.44909799099,0,"(0.77, 0.839]",0.60297626
35,Employed,15.7,29175,588,2.9,5593,5911,0,0,0,Personal Loan,Home Improvement,54100,16.07,0.203,1.854,0.618,0,0.13769147,3352.09878847003,1,"(0.0578, 0.202]",0.12994173
37,Employed,17.8,44151,589,5.2,672,9749,0,1,0,Personal Loan,Home Improvement,52400,15.34,0.221,1.187,0.396,0,0.19506378,4599.604043662548,1,"(0.0578, 0.202]",0.16866806
33,Employed,13.1,23763,572,1.3,74,5943,0,2,1,Personal Loan,Personal,21800,15.08,0.25,0.917,0.306,0,0.14846419,1456.4336840808394,1,"(0.0578, 0.202]",0.13721332
28,Self-Employed,1.8,54605,616,1.8,294,13857,0,3,0,Personal Loan,Education,58900,14.34,0.254,1.079,0.36,0,0.30514604,8087.895751297475,1,"(0.202, 0.372]",0.24297358
18,Employed,0.0,45186,589,1.6,525,12156,0,0,0,Personal Loan,Personal,71300,15.21,0.269,1.578,0.526,0,0.09755425,3130.028161033988,1,"(0.0578, 0.202]",0.10284912
48,Self-Employed,11.8,181669,665,2.9,1187,40679,0,1,0,Personal Loan,Medical,100000,11.27,0.224,0.55,0.183,1,0.71431416,32144.137322902683,0,"(0.604, 0.77]",0.51916206
49,Employed,6.6,97543,615,3.5,1187,16064,0,0,0,Personal Loan,Education,100000,13.85,0.165,1.025,0.342,1,0.40649122,18292.10489988327,0,"(0.372, 0.604]",0.31138155
25,Self-Employed,2.9,42036,570,5.1,2830,12700,0,1,0,Personal Loan,Personal,15200,15.51,0.302,0.362,0.121,0,0.23633759,1616.5490967035294,1,"(0.202, 0.372]",0.19652787
43,Employed,4.7,49510,657,5.4,47,22733,0,0,0,Personal Loan,Medical,23900,12.38,0.459,0.483,0.161,1,0.6342701,6821.574624180794,0,"(0.604, 0.77]",0.4651323
21,Employed,2.0,25684,661,1.6,71,8524,0,0,0,Personal Loan,Debt Consolidation,4800,12.31,0.332,0.187,0.062,1,0.6949487,1501.0891342163086,0,"(0.604, 0.77]",0.50609034
20,Self-Employed,1.0,35755,662,1.7,10,25680,0,0,0,Personal Loan,Business,17800,12.44,0.718,0.498,0.166,0,0.20593207,1649.515847414732,1,"(0.202, 0.372]",0.17600414
32,Self-Employed,7.3,99259,688,9.0,883,23970,0,1,0,Personal Loan,Education,100000,11.83,0.241,1.007,0.336,1,0.78295445,35232.95044898987,0,"(0.77, 0.839]",0.56549424
30,Employed,9.0,21335,633,7.9,615,6126,0,2,0,Personal Loan,Medical,6900,14.25,0.287,0.323,0.108,0,0.52853686,1641.1069384217262,0,"(0.372, 0.604]",0.39376235
43,Employed,8.2,57536,743,23.6,2467,32059,0,0,0,Personal Loan,Education,23900,10.75,0.557,0.415,0.138,0,0.20190813,2171.5219002217054,1,"(0.0578, 0.202]",0.17328799
40,Employed,1.0,57367,760,18.7,41253,20191,0,0,0,Personal Loan,Personal,34500,8.02,0.352,0.601,0.2,1,0.78632605,12207.711938023567,0,"(0.77, 0.839]",0.56777006
30,Student,1.7,15000,637,4.1,8,5154,0,0,0,Personal Loan,Personal,23000,13.41,0.344,1.533,0.511,0,0.29530314,3056.387458741665,1,"(0.202, 0.372]",0.23632962
22,Employed,3.9,21969,621,1.1,16,2097,0,0,0,Personal Loan,Business,7900,14.82,0.095,0.36,0.12,0,0.4721818,1678.606288433075,0,"(0.372, 0.604]",0.3557227
31,Employed,3.5,48055,687,10.7,464,12067,0,0,0,Personal Loan,Personal,15700,12.4,0.251,0.327,0.109,1,0.80590355,5693.7086087465295,0,"(0.77, 0.839]",0.5809849
28,Employed,0.9,52399,588,7.0,2310,24015,0,1,1,Personal Loan,Personal,97600,16.28,0.458,1.863,0.621,0,0.1355402,5952.925683259964,1,"(0.0578, 0.202]",0.12848964
26,Self-Employed,2.7,60020,577,0.1,1,43442,0,1,1,Personal Loan,Medical,100000,16.82,0.724,1.666,0.555,0,0.08080466,3636.20974123478,1,"(0.0578, 0.202]",0.091543145
18,Self-Employed,1.0,23198,572,1.7,41,5303,1,1,1,Personal Loan,Personal,25600,16.5,0.229,1.104,0.368,0,0.09199949,1059.8341655731201,1,"(0.0578, 0.202]",0.09909965
19,Employed,0.8,25445,644,1.2,103,12434,0,0,0,Personal Loan,Business,42800,13.5,0.489,1.682,0.561,0,0.18959174,3651.536827683449,1,"(0.0578, 0.202]",0.16497442
56,Student,0.3,39228,699,6.5,2073,7532,0,1,0,Personal Loan,Education,38000,11.06,0.192,0.969,0.323,1,0.7644333,13071.809846162798,0,"(0.604, 0.77]",0.55299246
33,Employed,3.0,30445,618,9.3,201,3873,0,1,0,Personal Loan,Debt Consolidation,46100,14.76,0.127,1.514,0.505,0,0.5360271,11119.881647229195,0,"(0.372, 0.604]",0.39881825
34,Employed,12.2,44267,719,0.1,12,19698,0,0,0,Personal Loan,Business,59900,11.13,0.445,1.353,0.451,0,0.5948606,16034.467832744122,0,"(0.372, 0.604]",0.4385309
38,Self-Employed,5.5,123442,686,15.1,1582,36235,0,0,0,Personal Loan,Business,86800,12.89,0.294,0.703,0.234,1,0.80590355,31478.59281778336,0,"(0.77, 0.839]",0.5809849
18,Self-Employed,1.0,89075,648,1.7,386,36333,0,1,0,Personal Loan,Debt Consolidation,26000,14.66,0.408,0.292,0.097,0,0.3543546,4145.948705077171,1,"(0.202, 0.372]",0.27618933
43,Student,1.5,15926,706,16.0,499,5681,0,0,0,Personal Loan,Education,15400,11.22,0.357,0.967,0.322,1,0.7974965,5526.650728583336,0,"(0.77, 0.839]",0.5753102
32,Employed,13.0,66214,648,9.9,21501,8710,0,0,0,Personal Loan,Business,2400,13.95,0.132,0.036,0.012,1,0.6087912,657.494466304779,0,"(0.604, 0.77]",0.44793403
35,Student,0.4,18392,773,4.2,1532,13692,0,0,0,Personal Loan,Home Improvement,36800,8.64,0.744,2.001,0.667,0,0.1460724,2418.958986997605,1,"(0.0578, 0.202]",0.13559887
28,Student,0.0,15000,531,8.1,1290,4557,1,1,0,Personal Loan,Business,19200,16.75,0.304,1.28,0.427,0,0.1523424,1316.238284111023,1,"(0.0578, 0.202]",0.13983111
39,Self-Employed,5.3,103925,530,13.5,908,48344,0,3,0,Personal Loan,Medical,100000,15.73,0.465,0.962,0.321,0,0.15460584,6957.262605428697,1,"(0.0578, 0.202]",0.14135894
18,Employed,0.0,28420,646,0.9,529,18690,0,0,0,Personal Loan,Debt Consolidation,54900,13.02,0.658,1.932,0.644,0,0.15947312,3939.7834584116936,1,"(0.0578, 0.202]",0.14464435
40,Employed,20.0,71007,663,3.9,1156,21043,0,0,0,Personal Loan,Home Improvement,60000,11.64,0.296,0.845,0.282,0,0.7199645,19439.04161453247,0,"(0.604, 0.77]",0.52297604
54,Student,2.0,22416,615,12.1,2638,1777,0,1,0,Personal Loan,Medical,21400,13.51,0.079,0.955,0.318,0,0.55075985,5303.817374110222,0,"(0.372, 0.604]",0.40876287
35,Self-Employed,11.3,45761,651,5.1,262,2593,0,1,0,Personal Loan,Home Improvement,32700,11.97,0.057,0.715,0.238,1,0.7639379,11241.346059143543,0,"(0.604, 0.77]",0.5526581
18,Self-Employed,1.0,41830,649,1.7,385,18206,0,1,0,Personal Loan,Education,50400,13.76,0.435,1.205,0.402,0,0.26088914,5916.965757608414,1,"(0.202, 0.372]",0.21310017
24,Employed,2.9,62411,595,4.9,1871,25269,0,1,0,Personal Loan,Business,17100,15.67,0.405,0.274,0.091,0,0.1765979,1358.9207884669304,1,"(0.0578, 0.202]",0.15620357
36,Employed,1.0,40410,529,13.1,1532,16696,0,1,1,Personal Loan,Education,48100,15.87,0.413,1.19,0.397,0,0.21188079,4586.159660741687,1,"(0.202, 0.372]",0.18001953
65,Self-Employed,4.1,79358,729,23.5,1560,2808,0,0,0,Personal Loan,Debt Consolidation,90800,11.09,0.035,1.144,0.381,1,0.82519376,33717.41714715958,0,"(0.77, 0.839]",0.59400576
33,Self-Employed,7.1,82001,687,11.1,1659,26021,0,0,0,Personal Loan,Personal,100000,11.39,0.317,1.219,0.406,1,0.7730994,34789.47401046753,0,"(0.77, 0.839]",0.5588421
48,Employed,27.7,25316,633,28.7,281,8959,0,2,0,Personal Loan,Debt Consolidation,48300,14.09,0.354,1.908,0.636,0,0.47370163,10295.904842466116,0,"(0.372, 0.604]",0.35674858
27,Employed,8.6,42723,655,4.4,81,15089,0,0,0,Personal Loan,Education,84100,12.15,0.353,1.968,0.656,1,0.66894174,25316.10000729561,0,"(0.604, 0.77]",0.48853567
56,Self-Employed,25.9,40891,702,19.7,2485,21535,0,0,0,Personal Loan,Home Improvement,35600,10.18,0.527,0.871,0.29,1,0.29238358,4683.98497402668,1,"(0.202, 0.372]",0.2343589
43,Employed,12.2,31436,681,24.7,244,4016,0,0,0,Personal Loan,Medical,31900,12.7,0.128,1.015,0.338,1,0.7730994,11097.842209339142,0,"(0.77, 0.839]",0.5588421
18,Student,0.6,15000,595,0.4,14,3030,0,0,1,Personal Loan,Personal,23100,16.82,0.202,1.54,0.513,0,0.09755425,1014.0764448791742,1,"(0.0578, 0.202]",0.10284912
34,Employed,15.4,25720,646,1.8,2317,10588,0,2,0,Personal Loan,Medical,42700,13.45,0.412,1.66,0.553,0,0.24962643,4796.571811884642,1,"(0.202, 0.372]",0.20549783
34,Employed,12.8,58848,654,1.1,25,7595,0,0,0,Personal Loan,Medical,11900,11.46,0.129,0.202,0.067,1,0.71118855,3808.4147107601166,0,"(0.604, 0.77]",0.51705223
18,Self-Employed,1.0,32251,544,1.3,137,8229,0,1,0,Personal Loan,Personal,11700,16.91,0.255,0.363,0.121,0,0.15750612,829.2697385698558,1,"(0.0578, 0.202]",0.14331663
40,Employed,0.1,41289,539,20.4,17638,5810,0,2,0,Personal Loan,Personal,58000,15.55,0.141,1.405,0.468,0,0.15830843,4131.850062310696,1,"(0.0578, 0.202]",0.1438582
37,Employed,15.3,15000,582,6.0,15,3570,0,0,0,Personal Loan,Personal,23000,15.12,0.238,1.533,0.511,0,0.22413205,2319.766677170992,1,"(0.202, 0.372]",0.18828914
19,Student,0.1,15909,634,2.0,56,4042,0,3,0,Personal Loan,Business,27000,14.41,0.254,1.697,0.566,0,0.2528654,3072.3146572709084,1,"(0.202, 0.372]",0.20768414
22,Employed,1.8,15000,555,2.4,27,2092,0,0,0,Personal Loan,Personal,13600,15.52,0.139,0.907,0.302,0,0.13854025,847.8663486242294,1,"(0.0578, 0.202]",0.13051467
34,Employed,3.1,38134,652,1.9,50,17992,1,0,0,Personal Loan,Business,47500,12.4,0.472,1.246,0.415,0,0.27718237,5924.773167818785,1,"(0.202, 0.372]",0.22409809
24,Employed,1.3,27789,663,4.2,114,6768,0,1,0,Personal Loan,Home Improvement,40300,12.49,0.244,1.45,0.483,0,0.545087,9885.152379870415,0,"(0.372, 0.604]",0.4049337
32,Employed,6.5,35246,622,12.5,470,15390,0,1,0,Personal Loan,Personal,30500,13.97,0.437,0.865,0.288,1,0.5009769,6875.908228754997,0,"(0.372, 0.604]",0.3751594
52,Employed,15.7,97245,650,17.0,247,36407,0,0,0,Personal Loan,Personal,100000,12.7,0.374,1.028,0.343,1,0.71298695,32084.412574768066,0,"(0.604, 0.77]",0.5182662
47,Employed,24.5,53039,571,12.6,1841,7600,0,1,0,Personal Loan,Personal,16300,16.95,0.143,0.307,0.102,1,0.2789518,2046.1114083230495,1,"(0.202, 0.372]",0.22529246
18,Self-Employed,1.0,37680,641,0.5,24,12154,0,0,0,Personal Loan,Debt Consolidation,41300,14.8,0.323,1.096,0.365,0,0.27674243,5143.258034437895,1,"(0.202, 0.372]",0.22380114
45,Employed,9.8,85831,612,3.0,548,31062,0,0,0,Personal Loan,Medical,100000,14.11,0.362,1.165,0.388,0,0.3562858,16032.86147117615,1,"(0.202, 0.372]",0.2774929
62,Employed,37.1,59425,599,9.0,614,11204,0,2,0,Personal Loan,Education,34100,15.26,0.189,0.574,0.191,1,0.30072233,4614.5841662585735,1,"(0.202, 0.372]",0.23998757
53,Employed,1.5,60020,607,3.4,1202,1538,0,0,0,Personal Loan,Personal,10100,13.64,0.026,0.168,0.056,1,0.44119915,2005.2501533925533,0,"(0.372, 0.604]",0.33480942
29,Employed,4.0,104781,683,10.5,110749,26982,0,0,0,Personal Loan,Education,56400,12.73,0.258,0.538,0.179,1,0.8161948,20715.02333164215,0,"(0.77, 0.839]",0.58793145
