age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
18,Employed,0.0,45186,589,1.6,525,12156,0,0,0,Personal Loan,Personal,71300,15.21,0.269,1.578,0.526,0
48,Self-Employed,11.8,181669,665,2.9,1187,40679,0,1,0,Personal Loan,Medical,100000,11.27,0.224,0.55,0.183,1
49,Employed,6.6,97543,615,3.5,1187,16064,0,0,0,Personal Loan,Education,100000,13.85,0.165,1.025,0.342,1
25,Self-Employed,2.9,42036,570,5.1,2830,12700,0,1,0,Personal Loan,Personal,15200,15.51,0.302,0.362,0.121,0
43,Employed,4.7,49510,657,5.4,47,22733,0,0,0,Personal Loan,Medical,23900,12.38,0.459,0.483,0.161,1
21,Employed,2.0,25684,661,1.6,71,8524,0,0,0,Personal Loan,Debt Consolidation,4800,12.31,0.332,0.187,0.062,1
20,Self-Employed,1.0,35755,662,1.7,10,25680,0,0,0,Personal Loan,Business,17800,12.44,0.718,0.498,0.166,0
32,Self-Employed,7.3,99259,688,9.0,883,23970,0,1,0,Personal Loan,Education,100000,11.83,0.241,1.007,0.336,1
30,Employed,9.0,21335,633,7.9,615,6126,0,2,0,Personal Loan,Medical,6900,14.25,0.287,0.323,0.108,0
43,Employed,8.2,57536,743,23.6,2467,32059,0,0,0,Personal Loan,Education,23900,10.75,0.557,0.415,0.138,0
40,Employed,1.0,57367,760,18.7,41253,20191,0,0,0,Personal Loan,Personal,34500,8.02,0.352,0.601,0.2,1
30,Student,1.7,15000,637,4.1,8,5154,0,0,0,Personal Loan,Personal,23000,13.41,0.344,1.533,0.511,0
22,Employed,3.9,21969,621,1.1,16,2097,0,0,0,Personal Loan,Business,7900,14.82,0.095,0.36,0.12,0
31,Employed,3.5,48055,687,10.7,464,12067,0,0,0,Personal Loan,Personal,15700,12.4,0.251,0.327,0.109,1
28,Employed,0.9,52399,588,7.0,2310,24015,0,1,1,Personal Loan,Personal,97600,16.28,0.458,1.863,0.621,0
26,Self-Employed,2.7,60020,577,0.1,1,43442,0,1,1,Personal Loan,Medical,100000,16.82,0.724,1.666,0.555,0
18,Self-Employed,1.0,23198,572,1.7,41,5303,1,1,1,Personal Loan,Personal,25600,16.5,0.229,1.104,0.368,0
19,Employed,0.8,25445,644,1.2,103,12434,0,0,0,Personal Loan,Business,42800,13.5,0.489,1.682,0.561,0
56,Student,0.3,39228,699,6.5,2073,7532,0,1,0,Personal Loan,Education,38000,11.06,0.192,0.969,0.323,1
33,Employed,3.0,30445,618,9.3,201,3873,0,1,0,Personal Loan,Debt Consolidation,46100,14.76,0.127,1.514,0.505,0
34,Employed,12.2,44267,719,0.1,12,19698,0,0,0,Personal Loan,Business,59900,11.13,0.445,1.353,0.451,0
38,Self-Employed,5.5,123442,686,15.1,1582,36235,0,0,0,Personal Loan,Business,86800,12.89,0.294,0.703,0.234,1
18,Self-Employed,1.0,89075,648,1.7,386,36333,0,1,0,Personal Loan,Debt Consolidation,26000,14.66,0.408,0.292,0.097,0
43,Student,1.5,15926,706,16.0,499,5681,0,0,0,Personal Loan,Education,15400,11.22,0.357,0.967,0.322,1
32,Employed,13.0,66214,648,9.9,21501,8710,0,0,0,Personal Loan,Business,2400,13.95,0.132,0.036,0.012,1
35,Student,0.4,18392,773,4.2,1532,13692,0,0,0,Personal Loan,Home Improvement,36800,8.64,0.744,2.001,0.667,0
28,Student,0.0,15000,531,8.1,1290,4557,1,1,0,Personal Loan,Business,19200,16.75,0.304,1.28,0.427,0
39,Self-Employed,5.3,103925,530,13.5,908,48344,0,3,0,Personal Loan,Medical,100000,15.73,0.465,0.962,0.321,0
18,Employed,0.0,28420,646,0.9,529,18690,0,0,0,Personal Loan,Debt Consolidation,54900,13.02,0.658,1.932,0.644,0
40,Employed,20.0,71007,663,3.9,1156,21043,0,0,0,Personal Loan,Home Improvement,60000,11.64,0.296,0.845,0.282,0
54,Student,2.0,22416,615,12.1,2638,1777,0,1,0,Personal Loan,Medical,21400,13.51,0.079,0.955,0.318,0
35,Self-Employed,11.3,45761,651,5.1,262,2593,0,1,0,Personal Loan,Home Improvement,32700,11.97,0.057,0.715,0.238,1
18,Self-Employed,1.0,41830,649,1.7,385,18206,0,1,0,Personal Loan,Education,50400,13.76,0.435,1.205,0.402,0
24,Employed,2.9,62411,595,4.9,1871,25269,0,1,0,Personal Loan,Business,17100,15.67,0.405,0.274,0.091,0
36,Employed,1.0,40410,529,13.1,1532,16696,0,1,1,Personal Loan,Education,48100,15.87,0.413,1.19,0.397,0
65,Self-Employed,4.1,79358,729,23.5,1560,2808,0,0,0,Personal Loan,Debt Consolidation,90800,11.09,0.035,1.144,0.381,1
33,Self-Employed,7.1,82001,687,11.1,1659,26021,0,0,0,Personal Loan,Personal,100000,11.39,0.317,1.219,0.406,1
48,Employed,27.7,25316,633,28.7,281,8959,0,2,0,Personal Loan,Debt Consolidation,48300,14.09,0.354,1.908,0.636,0
27,Employed,8.6,42723,655,4.4,81,15089,0,0,0,Personal Loan,Education,84100,12.15,0.353,1.968,0.656,1
56,Self-Employed,25.9,40891,702,19.7,2485,21535,0,0,0,Personal Loan,Home Improvement,35600,10.18,0.527,0.871,0.29,1
43,Employed,12.2,31436,681,24.7,244,4016,0,0,0,Personal Loan,Medical,31900,12.7,0.128,1.015,0.338,1
18,Student,0.6,15000,595,0.4,14,3030,0,0,1,Personal Loan,Personal,23100,16.82,0.202,1.54,0.513,0
34,Employed,15.4,25720,646,1.8,2317,10588,0,2,0,Personal Loan,Medical,42700,13.45,0.412,1.66,0.553,0
34,Employed,12.8,58848,654,1.1,25,7595,0,0,0,Personal Loan,Medical,11900,11.46,0.129,0.202,0.067,1
18,Self-Employed,1.0,32251,544,1.3,137,8229,0,1,0,Personal Loan,Personal,11700,16.91,0.255,0.363,0.121,0
40,Employed,0.1,41289,539,20.4,17638,5810,0,2,0,Personal Loan,Personal,58000,15.55,0.141,1.405,0.468,0
37,Employed,15.3,15000,582,6.0,15,3570,0,0,0,Personal Loan,Personal,23000,15.12,0.238,1.533,0.511,0
19,Student,0.1,15909,634,2.0,56,4042,0,3,0,Personal Loan,Business,27000,14.41,0.254,1.697,0.566,0
22,Employed,1.8,15000,555,2.4,27,2092,0,0,0,Personal Loan,Personal,13600,15.52,0.139,0.907,0.302,0
34,Employed,3.1,38134,652,1.9,50,17992,1,0,0,Personal Loan,Business,47500,12.4,0.472,1.246,0.415,0
24,Employed,1.3,27789,663,4.2,114,6768,0,1,0,Personal Loan,Home Improvement,40300,12.49,0.244,1.45,0.483,0
32,Employed,6.5,35246,622,12.5,470,15390,0,1,0,Personal Loan,Personal,30500,13.97,0.437,0.865,0.288,1
52,Employed,15.7,97245,650,17.0,247,36407,0,0,0,Personal Loan,Personal,100000,12.7,0.374,1.028,0.343,1
47,Employed,24.5,53039,571,12.6,1841,7600,0,1,0,Personal Loan,Personal,16300,16.95,0.143,0.307,0.102,1
18,Self-Employed,1.0,37680,641,0.5,24,12154,0,0,0,Personal Loan,Debt Consolidation,41300,14.8,0.323,1.096,0.365,0
45,Employed,9.8,85831,612,3.0,548,31062,0,0,0,Personal Loan,Medical,100000,14.11,0.362,1.165,0.388,0
62,Employed,37.1,59425,599,9.0,614,11204,0,2,0,Personal Loan,Education,34100,15.26,0.189,0.574,0.191,1
53,Employed,1.5,60020,607,3.4,1202,1538,0,0,0,Personal Loan,Personal,10100,13.64,0.026,0.168,0.056,1
29,Employed,4.0,104781,683,10.5,110749,26982,0,0,0,Personal Loan,Education,56400,12.73,0.258,0.538,0.179,1
31,Employed,8.5,26844,658,7.3,2012,15472,0,1,0,Personal Loan,Education,20500,11.33,0.576,0.764,0.255,0
25,Employed,6.9,25451,582,0.7,102,13399,0,1,1,Personal Loan,Medical,41200,15.18,0.526,1.619,0.54,0
37,Student,0.7,43578,595,10.7,477,18170,0,0,0,Personal Loan,Debt Consolidation,37600,15.71,0.417,0.863,0.288,0
32,Employed,11.9,20806,592,1.7,404,5006,0,0,0,Personal Loan,Personal,24700,15.61,0.241,1.187,0.396,0
34,Employed,11.4,42446,640,14.8,10781,8527,0,0,0,Personal Loan,Home Improvement,79000,14.68,0.201,1.861,0.62,1
43,Employed,4.5,26024,634,5.5,230,1457,0,3,0,Personal Loan,Personal,13800,14.59,0.056,0.53,0.177,0
39,Employed,3.7,29562,653,5.7,179,17213,0,0,0,Personal Loan,Debt Consolidation,1100,11.18,0.582,0.037,0.012,0
36,Employed,7.6,74145,714,12.0,546,44978,0,0,0,Personal Loan,Business,30000,10.47,0.607,0.405,0.135,0
38,Employed,1.5,19290,688,19.3,1137,5191,0,0,0,Personal Loan,Personal,15700,12.32,0.269,0.814,0.271,1
64,Student,1.9,23339,597,17.0,748,11335,0,1,1,Personal Loan,Home Improvement,5700,15.42,0.486,0.244,0.081,0
27,Employed,1.7,37261,706,1.1,37,9313,0,0,0,Personal Loan,Medical,7900,10.49,0.25,0.212,0.071,1
49,Employed,0.2,196013,655,0.5,33,35098,0,2,0,Personal Loan,Personal,15800,11.16,0.179,0.081,0.027,1
52,Employed,14.2,34520,758,0.9,2010,13293,0,0,0,Personal Loan,Education,46300,9.39,0.385,1.341,0.447,1
40,Employed,1.2,24651,701,5.3,311,2566,0,0,0,Personal Loan,Education,38800,11.35,0.104,1.574,0.525,1
42,Self-Employed,4.2,36488,585,0.5,54,13709,0,1,0,Personal Loan,Business,66400,15.12,0.376,1.82,0.607,0
38,Employed,17.5,48084,661,18.9,6039,30288,0,0,0,Personal Loan,Home Improvement,53800,12.72,0.63,1.119,0.373,0
32,Student,1.0,36036,655,11.1,335,7233,0,1,0,Personal Loan,Medical,11700,11.75,0.201,0.325,0.108,1
34,Employed,13.6,43418,683,13.8,4216,7266,0,0,0,Personal Loan,Business,2400,12.88,0.167,0.055,0.018,1
56,Employed,17.3,60985,739,11.2,17031,18237,0,0,0,Personal Loan,Education,6900,10.77,0.299,0.113,0.038,1
34,Employed,9.0,23940,598,5.3,1344,7383,0,0,0,Personal Loan,Home Improvement,10400,16.12,0.308,0.434,0.145,0
49,Employed,14.7,36880,645,13.5,1745,13133,0,0,0,Personal Loan,Medical,44400,13.91,0.356,1.204,0.401,1
65,Employed,38.8,51159,695,24.4,852,10860,0,0,0,Personal Loan,Education,19500,12.37,0.212,0.381,0.127,1
29,Student,1.2,23536,718,8.2,581,4206,0,0,0,Personal Loan,Education,18600,11.4,0.179,0.79,0.263,1
47,Employed,0.7,47136,626,7.6,977,11076,0,1,0,Personal Loan,Debt Consolidation,29200,14.86,0.235,0.619,0.206,0
57,Employed,12.6,49281,663,20.0,8974,23318,0,0,0,Personal Loan,Home Improvement,45200,11.92,0.473,0.917,0.306,1
30,Employed,10.8,45637,723,11.8,5857,18077,0,2,0,Personal Loan,Medical,32800,9.62,0.396,0.719,0.24,1
42,Employed,12.2,87490,722,2.5,862,22164,0,0,0,Personal Loan,Personal,85800,9.93,0.253,0.981,0.327,1
44,Employed,8.6,34260,688,23.3,107024,3411,0,0,0,Personal Loan,Debt Consolidation,9700,11.09,0.1,0.283,0.094,1
49,Employed,27.0,63446,635,9.7,6336,14792,0,0,0,Personal Loan,Education,79200,13.78,0.233,1.248,0.416,1
36,Self-Employed,12.8,58853,609,10.8,207,5162,0,0,0,Personal Loan,Personal,82100,13.15,0.088,1.395,0.465,1
49,Employed,16.6,50478,652,28.8,3653,29625,0,1,1,Personal Loan,Personal,48400,12.53,0.587,0.959,0.32,0
25,Student,1.1,19063,655,1.6,26,2259,0,0,0,Personal Loan,Medical,1600,11.33,0.119,0.084,0.028,1
39,Employed,2.2,31345,567,16.3,924,15185,1,0,1,Personal Loan,Home Improvement,43100,15.69,0.484,1.375,0.458,0
35,Self-Employed,7.6,38021,670,8.8,84,3144,0,0,0,Personal Loan,Business,55900,12.76,0.083,1.47,0.49,1
37,Self-Employed,3.4,92413,669,5.4,1813,25788,0,2,1,Personal Loan,Debt Consolidation,100000,12.81,0.279,1.082,0.361,0
35,Employed,10.4,41847,674,5.2,4319,14727,0,0,0,Personal Loan,Personal,60500,11.84,0.352,1.446,0.482,1
43,Employed,13.1,27057,594,15.4,903,7774,0,0,0,Personal Loan,Home Improvement,19700,16.55,0.287,0.728,0.243,0
37,Employed,8.4,87773,613,15.4,1575,11706,0,0,0,Personal Loan,Home Improvement,2300,13.21,0.133,0.026,0.009,1
37,Employed,6.1,56196,690,14.5,6742,18677,0,0,0,Personal Loan,Business,16600,11.57,0.332,0.295,0.098,1
53,Employed,3.5,67142,640,26.7,4948,19657,0,2,0,Personal Loan,Home Improvement,100000,14.0,0.293,1.489,0.496,0
37,Student,1.7,26825,608,16.2,16221,12417,0,1,0,Personal Loan,Personal,6100,14.61,0.463,0.227,0.076,1
37,Employed,5.8,57911,688,5.3,567,16009,0,0,0,Personal Loan,Education,28900,12.86,0.276,0.499,0.166,1
47,Employed,13.9,28306,716,14.6,1868,1666,1,0,0,Personal Loan,Debt Consolidation,6300,10.74,0.059,0.223,0.074,0
49,Student,0.9,15000,705,28.5,490,4071,0,0,0,Personal Loan,Medical,12400,11.13,0.271,0.827,0.276,1
39,Student,0.6,24905,706,5.7,32,2114,0,0,0,Personal Loan,Education,44700,10.34,0.085,1.795,0.598,1
53,Self-Employed,13.1,68713,588,29.2,37213,12271,0,1,0,Personal Loan,Debt Consolidation,100000,15.59,0.179,1.455,0.485,0
57,Self-Employed,29.1,74199,649,7.1,1692,8039,0,1,0,Personal Loan,Home Improvement,100000,13.83,0.108,1.348,0.449,1
18,Employed,0.0,24145,582,2.0,116,8933,0,1,0,Personal Loan,Personal,17900,16.43,0.37,0.741,0.247,0
22,Self-Employed,1.0,55734,703,0.7,598,33057,0,0,0,Personal Loan,Home Improvement,30800,10.09,0.593,0.553,0.184,0
42,Employed,3.0,92419,661,5.7,268,21012,0,0,0,Personal Loan,Medical,3600,12.21,0.227,0.039,0.013,1
57,Self-Employed,21.4,152948,689,28.1,7171,6145,0,1,0,Personal Loan,Medical,100000,12.43,0.04,0.654,0.218,1
18,Employed,0.0,15697,612,0.7,24,2935,0,0,0,Personal Loan,Medical,20800,14.7,0.187,1.325,0.442,0
26,Self-Employed,3.1,47030,553,2.6,470,5381,0,1,0,Personal Loan,Education,3800,16.28,0.114,0.081,0.027,1
37,Employed,11.5,72870,568,8.1,342,13460,0,3,4,Personal Loan,Personal,23500,16.36,0.185,0.322,0.107,0
32,Employed,13.5,34738,675,3.1,146,9467,0,0,0,Personal Loan,Personal,51700,12.66,0.273,1.488,0.496,1
52,Employed,21.3,84347,735,7.8,5058,17356,0,0,0,Personal Loan,Debt Consolidation,100000,9.97,0.206,1.186,0.395,1
34,Employed,4.4,52114,615,1.4,309,17207,0,1,0,Personal Loan,Business,99400,13.73,0.33,1.907,0.636,0
39,Employed,15.6,37371,569,15.6,1076,9604,0,0,0,Personal Loan,Business,47900,15.68,0.257,1.282,0.427,0
41,Employed,5.3,39751,627,1.2,10,4917,0,0,0,Personal Loan,Personal,32100,14.02,0.124,0.808,0.269,0
42,Employed,2.2,89827,696,1.1,1108,17991,0,0,0,Personal Loan,Personal,44600,11.41,0.2,0.497,0.166,1
43,Employed,5.1,34969,684,21.8,317,5736,0,0,0,Personal Loan,Education,11200,11.86,0.164,0.32,0.107,1
18,Self-Employed,1.0,45957,639,0.5,190,23169,0,1,0,Personal Loan,Education,17100,14.61,0.504,0.372,0.124,0
26,Employed,2.0,15000,616,4.4,24,6447,0,1,0,Personal Loan,Personal,21800,13.96,0.43,1.453,0.484,0
45,Student,0.1,30170,635,15.5,420,22100,0,0,0,Personal Loan,Business,25900,14.28,0.733,0.858,0.286,0
27,Employed,8.7,23012,612,3.9,26,12317,1,1,0,Personal Loan,Medical,13100,13.08,0.535,0.569,0.19,0
18,Self-Employed,1.0,37273,648,1.6,42,6161,0,1,0,Personal Loan,Home Improvement,70100,14.86,0.165,1.881,0.627,0
18,Self-Employed,1.0,80451,693,0.1,28,20059,0,0,0,Personal Loan,Personal,14200,11.78,0.249,0.177,0.059,1
44,Employed,14.8,41726,698,9.1,1305,18091,0,0,0,Personal Loan,Debt Consolidation,52100,11.27,0.434,1.249,0.416,0
44,Student,1.8,49814,800,7.2,968,3804,0,0,1,Personal Loan,Home Improvement,71300,9.39,0.076,1.431,0.477,1
40,Employed,14.8,26691,581,19.4,2904,4807,0,1,0,Personal Loan,Personal,11700,15.92,0.18,0.438,0.146,1
21,Self-Employed,1.0,59548,600,2.6,3014,11103,0,0,1,Personal Loan,Home Improvement,100000,14.9,0.186,1.679,0.56,0
32,Student,0.3,15000,589,5.7,2885,7498,0,1,0,Personal Loan,Business,19200,15.73,0.5,1.28,0.427,0
42,Employed,15.1,38973,759,12.3,1764,4157,0,0,0,Personal Loan,Personal,64100,8.49,0.107,1.645,0.548,1
41,Self-Employed,10.4,64639,565,5.6,1122,13418,0,0,0,Personal Loan,Education,9600,16.61,0.208,0.149,0.05,1
51,Self-Employed,15.1,127663,699,29.2,50159,62778,0,0,0,Personal Loan,Home Improvement,25000,12.67,0.492,0.196,0.065,1
46,Employed,19.5,37294,593,22.5,403,21060,0,2,0,Personal Loan,Business,54600,16.14,0.565,1.464,0.488,0
37,Employed,10.1,66223,666,9.2,281,17065,0,0,0,Personal Loan,Debt Consolidation,88600,11.95,0.258,1.338,0.446,1
26,Student,0.3,22829,643,3.7,2180,10233,0,1,0,Personal Loan,Education,27900,13.14,0.448,1.222,0.407,0
55,Employed,32.3,80063,695,4.4,591,37415,0,0,0,Personal Loan,Business,100000,12.11,0.467,1.249,0.416,0
37,Employed,7.4,40148,646,5.3,431,7478,0,1,0,Personal Loan,Business,77100,14.49,0.186,1.92,0.64,0
29,Employed,3.8,50852,652,4.0,225,7752,0,0,0,Personal Loan,Education,77800,12.41,0.152,1.53,0.51,1
34,Employed,0.3,58870,632,11.9,2428,37858,0,0,0,Personal Loan,Medical,17600,13.01,0.643,0.299,0.1,0
60,Employed,36.7,138355,743,22.8,56817,71872,0,0,0,Personal Loan,Personal,100000,10.8,0.519,0.723,0.241,1
35,Employed,14.8,55910,648,3.2,116,19689,0,0,0,Personal Loan,Medical,91200,13.55,0.352,1.631,0.544,0
36,Self-Employed,2.5,98648,634,0.6,284,65113,0,1,0,Personal Loan,Personal,100000,13.74,0.66,1.014,0.338,0
42,Employed,24.0,46953,642,7.4,8156,20796,0,1,0,Personal Loan,Education,26600,13.9,0.443,0.567,0.189,1
18,Self-Employed,1.0,29737,491,0.1,0,8113,0,1,1,Personal Loan,Education,7300,16.78,0.273,0.245,0.082,0
53,Employed,0.0,67990,560,24.2,2750,9738,1,2,0,Personal Loan,Medical,75100,15.66,0.143,1.105,0.368,0
20,Employed,0.6,23860,631,0.3,11,1837,0,2,0,Personal Loan,Education,5500,14.89,0.077,0.231,0.077,1
47,Student,0.8,15795,655,11.2,481,5880,0,0,0,Personal Loan,Debt Consolidation,8800,11.99,0.372,0.557,0.186,0
55,Employed,4.0,29021,680,19.4,484,6491,0,0,0,Personal Loan,Personal,54600,12.59,0.224,1.881,0.627,1
32,Self-Employed,6.3,62597,644,0.4,420,19412,1,1,0,Personal Loan,Business,100000,13.47,0.31,1.598,0.533,0
18,Student,0.7,51684,716,1.1,347,21755,0,0,0,Personal Loan,Personal,19400,11.32,0.421,0.375,0.125,1
39,Employed,19.8,56335,578,16.6,606,35241,1,0,0,Personal Loan,Personal,57800,15.92,0.626,1.026,0.342,0
49,Employed,22.5,77226,732,13.5,2964,6981,0,0,0,Personal Loan,Medical,86400,11.34,0.09,1.119,0.373,1
44,Employed,23.3,61772,690,24.0,7552,11248,0,0,0,Personal Loan,Education,1600,11.4,0.182,0.026,0.009,1
21,Employed,0.4,40137,691,2.9,1864,9052,0,0,0,Personal Loan,Home Improvement,44100,12.35,0.226,1.099,0.366,0
19,Employed,0.2,26128,625,0.0,0,5487,0,1,0,Personal Loan,Education,32300,14.51,0.21,1.236,0.412,0
19,Student,0.3,15000,649,0.2,4,6781,0,2,0,Personal Loan,Debt Consolidation,23000,14.04,0.452,1.533,0.511,0
46,Employed,10.3,39268,745,25.5,2671,13244,0,1,0,Personal Loan,Personal,65000,9.71,0.337,1.655,0.552,1
29,Employed,8.1,44524,552,4.3,261,6996,0,1,2,Personal Loan,Education,20600,15.84,0.157,0.463,0.154,0
18,Employed,0.0,25209,517,1.6,1847,12069,0,0,0,Personal Loan,Medical,41600,16.99,0.479,1.65,0.55,0
40,Employed,3.3,42538,685,16.0,666,21524,0,0,0,Personal Loan,Home Improvement,60500,12.0,0.506,1.422,0.474,0
47,Employed,24.6,30056,712,3.0,85,12156,0,0,0,Personal Loan,Medical,50100,10.83,0.404,1.667,0.556,1
37,Student,1.8,15000,591,1.9,475,3683,1,2,2,Personal Loan,Home Improvement,26100,15.67,0.246,1.74,0.58,0
32,Self-Employed,5.7,76299,680,4.7,395,27828,0,0,0,Personal Loan,Home Improvement,100000,12.57,0.365,1.311,0.437,0
34,Employed,11.1,58191,560,2.4,1187,26689,0,0,0,Personal Loan,Business,62500,15.57,0.459,1.074,0.358,0
34,Employed,4.6,15000,619,0.7,11,1936,0,1,0,Personal Loan,Education,24300,14.91,0.129,1.62,0.54,0
43,Employed,2.8,25224,711,2.4,45,11056,0,0,0,Personal Loan,Personal,29500,10.24,0.438,1.17,0.39,1
39,Employed,19.5,70136,704,16.1,6003,46017,0,0,0,Personal Loan,Home Improvement,26300,10.99,0.656,0.375,0.125,0
60,Self-Employed,10.4,30067,692,2.9,4,8557,0,0,0,Personal Loan,Medical,20300,12.96,0.285,0.675,0.225,1
48,Employed,6.7,157082,682,11.4,42444,56541,0,0,0,Personal Loan,Medical,33400,11.96,0.36,0.213,0.071,1
22,Self-Employed,1.0,27097,585,1.7,392,7246,0,1,1,Personal Loan,Education,33500,15.51,0.267,1.236,0.412,0
27,Self-Employed,5.0,43630,572,8.7,2342,4747,0,1,0,Personal Loan,Personal,15700,15.6,0.109,0.36,0.12,1
40,Employed,15.5,29779,620,1.6,136,5976,0,3,0,Personal Loan,Medical,52200,13.5,0.201,1.753,0.584,0
39,Self-Employed,7.9,57947,594,7.9,2590,27442,1,2,0,Personal Loan,Medical,47400,15.51,0.474,0.818,0.273,0
47,Self-Employed,19.9,28920,562,25.7,199,4785,0,0,1,Personal Loan,Education,42000,16.66,0.165,1.452,0.484,0
21,Self-Employed,1.0,82980,649,3.0,859,18133,0,2,0,Personal Loan,Personal,31500,14.9,0.219,0.38,0.127,1
38,Employed,13.3,17348,556,7.7,685,1805,0,0,0,Personal Loan,Medical,19400,16.49,0.104,1.118,0.373,0
38,Self-Employed,14.0,27533,564,10.1,504,3813,0,1,1,Personal Loan,Medical,27600,15.12,0.138,1.002,0.334,0
38,Employed,5.2,34463,535,14.0,3773,13478,0,2,0,Personal Loan,Debt Consolidation,34600,15.59,0.391,1.004,0.335,0
32,Employed,6.1,49272,707,8.0,778,917,0,1,0,Personal Loan,Education,35500,11.07,0.019,0.72,0.24,1
20,Employed,2.0,25555,698,1.7,1070,11800,0,0,0,Personal Loan,Business,47800,11.74,0.462,1.87,0.623,0
42,Employed,19.0,29362,705,3.2,242,3618,0,0,0,Personal Loan,Education,37800,9.65,0.123,1.287,0.429,1
36,Employed,8.8,101240,754,12.1,5405,24212,0,0,1,Personal Loan,Personal,41500,8.47,0.239,0.41,0.137,1
32,Employed,10.1,24061,670,0.4,29,4077,0,0,0,Personal Loan,Personal,15300,11.32,0.169,0.636,0.212,1
18,Employed,0.0,29459,758,0.0,0,2058,0,0,0,Personal Loan,Home Improvement,48800,9.69,0.07,1.657,0.552,1
54,Employed,20.4,99391,609,23.4,1288,52467,0,1,0,Personal Loan,Education,2200,14.98,0.528,0.022,0.007,0
18,Employed,0.0,45300,466,1.0,160,4617,0,1,1,Personal Loan,Education,50200,16.79,0.102,1.108,0.369,0
54,Employed,12.4,57392,675,8.7,12220,14455,0,0,0,Personal Loan,Education,75000,12.76,0.252,1.307,0.436,1
18,Employed,0.0,19635,541,1.9,200,1507,0,0,0,Personal Loan,Medical,3200,16.46,0.077,0.163,0.054,0
62,Employed,25.8,64861,685,2.6,2815,24991,0,0,0,Personal Loan,Business,45000,11.33,0.385,0.694,0.231,1
18,Employed,0.0,36365,650,1.1,419,7878,0,0,0,Personal Loan,Home Improvement,70700,11.62,0.217,1.944,0.648,0
47,Employed,22.7,53492,613,12.8,1642,15242,0,0,0,Personal Loan,Medical,44400,14.48,0.285,0.83,0.277,1
51,Employed,18.0,76477,663,27.5,20097,43741,0,0,0,Personal Loan,Personal,100000,11.89,0.572,1.308,0.436,0
45,Employed,25.6,42031,760,18.3,1818,15451,0,0,0,Personal Loan,Personal,40900,8.7,0.368,0.973,0.324,1
36,Self-Employed,2.0,61432,619,14.9,436,21328,0,0,0,Personal Loan,Debt Consolidation,65400,13.02,0.347,1.065,0.355,0
25,Employed,2.2,47259,556,0.7,18,4802,0,0,2,Personal Loan,Business,49400,15.9,0.102,1.045,0.348,0
37,Self-Employed,2.9,26782,695,13.0,32,9284,0,0,0,Personal Loan,Education,8100,11.3,0.347,0.302,0.101,1
46,Self-Employed,4.0,143141,690,20.6,3810,51460,0,0,0,Personal Loan,Personal,100000,11.81,0.36,0.699,0.233,1
41,Self-Employed,3.1,69640,711,9.1,184,13756,0,0,0,Personal Loan,Personal,20900,10.53,0.198,0.3,0.1,1
18,Employed,0.0,22200,509,1.2,47,8569,0,1,0,Personal Loan,Education,37000,15.74,0.386,1.667,0.556,0
18,Student,1.8,18091,674,1.5,46,8141,0,0,1,Personal Loan,Debt Consolidation,33100,11.08,0.45,1.83,0.61,0
41,Employed,10.7,93123,761,6.0,130,43909,0,0,0,Personal Loan,Personal,23700,9.35,0.472,0.255,0.085,1
37,Employed,19.0,62489,573,12.5,5023,16228,0,1,2,Personal Loan,Personal,56900,15.29,0.26,0.911,0.304,0
29,Employed,2.2,37498,604,5.8,2486,18210,0,3,0,Personal Loan,Personal,3900,14.54,0.486,0.104,0.035,0
27,Employed,0.6,17633,629,2.6,1015,5803,0,1,0,Personal Loan,Business,18100,13.18,0.329,1.026,0.342,0
55,Employed,32.6,85306,612,2.5,500,17557,0,3,0,Personal Loan,Education,86400,13.22,0.206,1.013,0.338,0
20,Self-Employed,1.0,93361,693,1.4,82,21515,0,0,0,Personal Loan,Business,100000,11.11,0.23,1.071,0.357,0
31,Employed,9.5,63310,649,0.8,168,28599,0,2,0,Personal Loan,Education,100000,13.54,0.452,1.58,0.527,0
49,Employed,14.2,65334,749,3.2,312,6442,0,0,0,Personal Loan,Debt Consolidation,100000,10.92,0.099,1.531,0.51,0
60,Employed,36.9,34634,762,3.3,1087,4157,0,0,0,Personal Loan,Business,20700,8.43,0.12,0.598,0.199,1
39,Employed,4.8,62966,654,9.4,12496,22324,0,0,0,Personal Loan,Personal,46500,12.43,0.355,0.738,0.246,1
33,Student,1.7,16670,671,4.4,261,11726,0,0,0,Personal Loan,Business,28900,11.33,0.703,1.734,0.578,0
46,Employed,21.8,110797,576,21.8,30920,39941,0,0,0,Personal Loan,Personal,100000,15.98,0.36,0.903,0.301,1
